seq,timestamp_ns,msg_type,stock_locate,tracking_number,stock,order_ref,new_order_ref,side,shares,price,match_number,printable,attribution
35911,34203591100000,A,5,0,AMZN,15565,,B,100,1750200,,,
35912,34203591200000,D,3,0,,15363,,,,,,,
35913,34203591300000,A,2,0,MSFT,16034,,B,100,3800100,,,
35914,34203591400000,X,4,0,,22828,,,45,,,,
35915,34203591500000,D,3,0,,16411,,,,,,,
35916,34203591600000,A,6,0,SPY,26662,,S,100,5000200,,,
35917,34203591700000,D,3,0,,15619,,,,,,,
35918,34203591800000,A,5,0,AMZN,15573,,B,1100,1749600,,,
35919,34203591900000,D,7,0,,11679,,,,,,,
35920,34203592000000,E,6,0,,26606,,,100,,4977,,
35921,34203592100000,E,6,0,,25110,,,300,,4978,,
35922,34203592200000,A,3,0,NVDA,19003,,S,500,1202900,,,
35923,34203592300000,A,6,0,SPY,26670,,S,400,5001000,,,
35924,34203592400000,A,8,0,F,13168,,S,100,121000,,,
35925,34203592500000,E,1,0,,18289,,,100,,4979,,
35926,34203592600000,D,2,0,,15562,,,,,,,
35927,34203592700000,E,6,0,,26654,,,100,,4980,,
35928,34203592800000,A,4,0,TSLA,23492,,B,100,2501000,,,
35929,34203592900000,F,1,0,AAPL,18689,,S,400,1503900,,,NSDQ
35930,34203593000000,A,2,0,MSFT,16042,,S,100,3801700,,,
35931,34203593100000,D,4,0,,22884,,,,,,,
35932,34203593200000,E,5,0,,15533,,,600,,4981,,
35933,34203593300000,D,2,0,,15842,,,,,,,
35934,34203593400000,A,5,0,AMZN,15581,,S,100,1750500,,,
35935,34203593500000,A,2,0,MSFT,16050,,B,100,3801500,,,
35936,34203593600000,A,2,0,MSFT,16058,,S,100,3801800,,,
35937,34203593700000,A,5,0,AMZN,15589,,B,100,1749100,,,
35938,34203593800000,D,6,0,,26502,,,,,,,
35939,34203593900000,D,4,0,,23300,,,,,,,
35940,34203594000000,D,2,0,,15834,,,,,,,
35941,34203594100000,A,3,0,NVDA,19011,,S,100,1204100,,,
35942,34203594200000,E,4,0,,23364,,,200,,4982,,
35943,34203594300000,A,4,0,TSLA,23500,,B,100,2501000,,,
35944,34203594400000,A,6,0,SPY,26678,,S,500,5001000,,,
35945,34203594500000,X,2,0,,11194,,,173,,,,
35946,34203594600000,D,3,0,,13731,,,,,,,
35947,34203594700000,A,6,0,SPY,26686,,B,500,4997600,,,
35948,34203594800000,D,3,0,,13275,,,,,,,
35949,34203594900000,A,2,0,MSFT,16066,,S,300,3802300,,,
35950,34203595000000,D,7,0,,11887,,,,,,,
35951,34203595100000,D,8,0,,12608,,,,,,,
35952,34203595200000,E,1,0,,18641,,,100,,4983,,
35953,34203595300000,D,7,0,,10471,,,,,,,
35954,34203595400000,F,2,0,MSFT,16074,,B,100,3799500,,,IEXG
35955,34203595500000,X,3,0,,18291,,,249,,,,
35956,34203595600000,D,1,0,,18201,,,,,,,
35957,34203595700000,A,7,0,GME,13255,,B,100,252300,,,
35958,34203595800000,A,1,0,AAPL,18697,,B,100,1501900,,,
35959,34203595900000,D,6,0,,26510,,,,,,,
35960,34203596000000,A,8,0,F,13176,,B,100,119700,,,
35961,34203596100000,A,2,0,MSFT,16082,,S,100,3802000,,,
35962,34203596200000,D,8,0,,9832,,,,,,,
35963,34203596300000,E,2,0,,15898,,,100,,4984,,
35964,34203596400000,E,2,0,,15682,,,1400,,4985,,
35965,34203596500000,A,4,0,TSLA,23508,,B,500,2501000,,,
35966,34203596600000,U,3,0,,18547,19019,,100,1200500,,,
35967,34203596700000,A,3,0,NVDA,19027,,S,100,1202400,,,
35968,34203596800000,A,6,0,SPY,26694,,S,500,4999600,,,
35969,34203596900000,D,4,0,,19380,,,,,,,
35970,34203597000000,D,2,0,,13122,,,,,,,
35971,34203597100000,D,3,0,,18579,,,,,,,
35972,34203597200000,D,2,0,,13738,,,,,,,
35973,34203597300000,E,6,0,,24630,,,100,,4986,,
35974,34203597400000,A,2,0,MSFT,16090,,B,100,3801400,,,
35975,34203597500000,X,1,0,,17217,,,424,,,,
35976,34203597600000,A,8,0,F,13184,,S,1100,120000,,,
35977,34203597700000,X,2,0,,15250,,,42,,,,
35978,34203597800000,D,6,0,,25790,,,,,,,
35979,34203597900000,A,1,0,AAPL,18705,,B,200,1500400,,,
35980,34203598000000,A,3,0,NVDA,19035,,S,100,1201800,,,
35981,34203598100000,A,7,0,GME,13263,,S,100,253800,,,
35982,34203598200000,D,4,0,,22652,,,,,,,
35983,34203598300000,D,6,0,,26222,,,,,,,
35984,34203598400000,D,7,0,,12519,,,,,,,
35985,34203598500000,D,7,0,,12263,,,,,,,
35986,34203598600000,A,1,0,AAPL,18713,,S,100,1504500,,,
35987,34203598700000,A,2,0,MSFT,16098,,S,500,3802100,,,
35988,34203598800000,F,2,0,MSFT,16106,,S,1900,3801700,,,ARCA
35989,34203598900000,A,1,0,AAPL,18721,,S,100,1503500,,,
35990,34203599000000,A,3,0,NVDA,19043,,B,500,1201600,,,
35991,34203599100000,D,8,0,,8744,,,,,,,
35992,34203599200000,D,7,0,,11159,,,,,,,
35993,34203599300000,D,2,0,,16090,,,,,,,
35994,34203599400000,A,1,0,AAPL,18729,,B,100,1502300,,,
35995,34203599500000,D,4,0,,23188,,,,,,,
35996,34203599600000,D,7,0,,12487,,,,,,,
35997,34203599700000,A,2,0,MSFT,16114,,B,100,3800400,,,
35998,34203599800000,E,6,0,,26694,,,200,,4987,,
35999,34203599900000,A,4,0,TSLA,23516,,B,800,2498800,,,
36000,34203600000000,D,6,0,,24582,,,,,,,
36001,34203600100000,E,8,0,,13176,,,100,,4988,,
36002,34203600200000,D,7,0,,13071,,,,,,,
36003,34203600300000,A,8,0,F,13192,,B,300,118800,,,
36004,34203600400000,D,6,0,,19558,,,,,,,
36005,34203600500000,A,6,0,SPY,26702,,S,200,4999600,,,
36006,34203600600000,E,7,0,,7767,,,100,,4989,,
36007,34203600700000,E,4,0,,23364,,,100,,4990,,
36008,34203600800000,A,2,0,MSFT,16122,,S,300,3803500,,,
36009,34203600900000,D,4,0,,22084,,,,,,,
36010,34203601000000,D,8,0,,12664,,,,,,,
36011,34203601100000,D,2,0,,15978,,,,,,,
36012,34203601200000,D,3,0,,17451,,,,,,,
36013,34203601300000,D,5,0,,14797,,,,,,,
36014,34203601400000,D,6,0,,23758,,,,,,,
36015,34203601500000,A,8,0,F,13200,,B,100,119700,,,
36016,34203601600000,A,2,0,MSFT,16130,,B,1100,3800600,,,
36017,34203601700000,A,3,0,NVDA,19051,,B,100,1200500,,,
36018,34203601800000,U,6,0,,23062,26710,,800,4999400,,,
36019,34203601900000,D,8,0,,9696,,,,,,,
36020,34203602000000,U,1,0,,14953,18737,,400,1502800,,,
36021,34203602100000,D,7,0,,12151,,,,,,,
36022,34203602200000,A,3,0,NVDA,19059,,S,500,1202300,,,
36023,34203602300000,X,7,0,,12687,,,198,,,,
36024,34203602400000,E,3,0,,18043,,,200,,4991,,
36025,34203602500000,D,3,0,,12859,,,,,,,
36026,34203602600000,D,4,0,,17924,,,,,,,
36027,34203602700000,D,7,0,,11135,,,,,,,
36028,34203602800000,A,1,0,AAPL,18745,,B,100,1502200,,,
36029,34203602900000,A,6,0,SPY,26718,,S,300,4999600,,,
36030,34203603000000,D,5,0,,7093,,,,,,,
36031,34203603100000,A,6,0,SPY,26726,,S,100,4999600,,,
36032,34203603200000,D,2,0,,14810,,,,,,,
36033,34203603300000,A,4,0,TSLA,23524,,B,100,2500900,,,
36034,34203603400000,A,1,0,AAPL,18753,,B,200,1502400,,,
36035,34203603500000,D,1,0,,18689,,,,,,,
36036,34203603600000,A,8,0,F,13208,,S,400,120500,,,
36037,34203603700000,D,8,0,,12208,,,,,,,
36038,34203603800000,A,7,0,GME,13271,,B,100,251700,,,
36039,34203603900000,D,5,0,,14485,,,,,,,
36040,34203604000000,D,2,0,,10530,,,,,,,
36041,34203604100000,A,2,0,MSFT,16138,,B,2000,3799800,,,
36042,34203604200000,A,1,0,AAPL,18761,,S,100,1503400,,,
36043,34203604300000,D,8,0,,9776,,,,,,,
36044,34203604400000,A,5,0,AMZN,15597,,S,200,1750400,,,
36045,34203604500000,D,3,0,,16035,,,,,,,
36046,34203604600000,E,3,0,,16403,,,100,,4992,,
36047,34203604700000,F,3,0,NVDA,19067,,S,100,1201900,,,ARCA
36048,34203604800000,E,1,0,,18641,,,100,,4993,,
36049,34203604900000,A,6,0,SPY,26734,,S,100,4999600,,,
36050,34203605000000,D,2,0,,9282,,,,,,,
36051,34203605100000,D,8,0,,12784,,,,,,,
36052,34203605200000,D,6,0,,24566,,,,,,,
36053,34203605300000,A,1,0,AAPL,18769,,B,100,1500800,,,
36054,34203605400000,A,3,0,NVDA,19075,,B,100,1201300,,,
36055,34203605500000,D,2,0,,14938,,,,,,,
36056,34203605600000,A,1,0,AAPL,18777,,B,900,1502500,,,
36057,34203605700000,A,5,0,AMZN,15605,,S,300,1752800,,,
36058,34203605800000,A,8,0,F,13216,,S,500,119900,,,
36059,34203605900000,E,1,0,,17729,,,39,,4994,,
36060,34203606000000,A,7,0,GME,13279,,S,300,253700,,,
36061,34203606100000,U,2,0,,15130,16146,,100,3801300,,,
36062,34203606200000,X,7,0,,12895,,,608,,,,
36063,34203606300000,A,2,0,MSFT,16154,,S,500,3802500,,,
36064,34203606400000,A,1,0,AAPL,18785,,B,100,1502100,,,
36065,34203606500000,E,8,0,,12352,,,200,,4995,,
36066,34203606600000,D,1,0,,15713,,,,,,,
36067,34203606700000,U,7,0,,12735,13287,,300,253700,,,
36068,34203606800000,A,5,0,AMZN,15613,,S,100,1751800,,,
36069,34203606900000,A,2,0,MSFT,16162,,S,900,3801700,,,
36070,34203607000000,E,8,0,,11968,,,300,,4996,,
36071,34203607100000,U,7,0,,13007,13295,,400,253500,,,
36072,34203607200000,A,1,0,AAPL,18793,,B,2000,1501700,,,
36073,34203607300000,A,8,0,F,13224,,B,100,119700,,,
36074,34203607400000,A,6,0,SPY,26742,,S,1700,4999700,,,
36075,34203607500000,C,8,0,,11968,,,1400,120100,4997,N,
36076,34203607600000,A,2,0,MSFT,16170,,S,100,3802200,,,
36077,34203607700000,E,3,0,,17435,,,200,,4998,,
36078,34203607800000,D,2,0,,15290,,,,,,,
36079,34203607900000,D,1,0,,11369,,,,,,,
36080,34203608000000,D,2,0,,11506,,,,,,,
36081,34203608100000,A,6,0,SPY,26750,,B,100,4999400,,,
36082,34203608200000,D,6,0,,22326,,,,,,,
36083,34203608300000,A,3,0,NVDA,19083,,B,81,1201300,,,
36084,34203608400000,E,2,0,,16050,,,100,,4999,,
36085,34203608500000,U,1,0,,18553,18801,,100,1502900,,,
36086,34203608600000,A,6,0,SPY,26758,,S,400,4999600,,,
36087,34203608700000,C,8,0,,11816,,,100,120000,5000,Y,
36088,34203608800000,A,4,0,TSLA,23532,,S,100,2501300,,,
36089,34203608900000,D,5,0,,14413,,,,,,,
36090,34203609000000,A,3,0,NVDA,19091,,B,700,1201200,,,
36091,34203609100000,A,5,0,AMZN,15621,,S,100,1750400,,,
36092,34203609200000,A,3,0,NVDA,19099,,S,1300,1203900,,,
36093,34203609300000,A,6,0,SPY,26766,,S,500,4999700,,,
36094,34203609400000,D,3,0,,13627,,,,,,,
36095,34203609500000,X,1,0,,16665,,,88,,,,
36096,34203609600000,A,6,0,SPY,26774,,S,600,4999600,,,
36097,34203609700000,A,1,0,AAPL,18809,,B,400,1502500,,,
36098,34203609800000,F,2,0,MSFT,16178,,B,200,3800300,,,CDRG
36099,34203609900000,X,2,0,,14994,,,62,,,,
36100,34203610000000,E,3,0,,18779,,,100,,5001,,
36101,34203610100000,D,3,0,,18259,,,,,,,
36102,34203610200000,A,2,0,MSFT,16186,,B,300,3800700,,,
36103,34203610300000,E,3,0,,18851,,,100,,5002,,
36104,34203610400000,D,6,0,,22382,,,,,,,
36105,34203610500000,A,2,0,MSFT,16194,,S,700,3801900,,,
36106,34203610600000,D,2,0,,15786,,,,,,,
36107,34203610700000,E,8,0,,13144,,,100,,5003,,
36108,34203610800000,U,2,0,,16026,16202,,100,3800400,,,
36109,34203610900000,D,6,0,,26046,,,,,,,
36110,34203611000000,A,6,0,SPY,26782,,S,500,4999800,,,
36111,34203611100000,U,2,0,,16034,16210,,300,3801300,,,
36112,34203611200000,E,1,0,,18073,,,600,,5004,,
36113,34203611300000,A,3,0,NVDA,19107,,B,1500,1200600,,,
36114,34203611400000,C,4,0,,20500,,,100,2501100,5005,N,
36115,34203611500000,D,7,0,,12087,,,,,,,
36116,34203611600000,E,2,0,,15546,,,100,,5006,,
36117,34203611700000,U,3,0,,18907,19115,,100,1201600,,,
36118,34203611800000,D,1,0,,16017,,,,,,,
36119,34203611900000,A,3,0,NVDA,19123,,B,400,1201600,,,
36120,34203612000000,A,7,0,GME,13303,,B,100,253500,,,
36121,34203612100000,D,3,0,,18923,,,,,,,
36122,34203612200000,X,3,0,,15827,,,36,,,,
36123,34203612300000,A,1,0,AAPL,18817,,S,100,1504100,,,
36124,34203612400000,D,3,0,,18843,,,,,,,
36125,34203612500000,A,5,0,AMZN,15629,,B,100,1750000,,,
36126,34203612600000,A,4,0,TSLA,23540,,B,1700,2500900,,,
36127,34203612700000,A,6,0,SPY,26790,,S,100,4999800,,,
36128,34203612800000,A,3,0,NVDA,19131,,S,1200,1201800,,,
36129,34203612900000,X,7,0,,6855,,,75,,,,
36130,34203613000000,A,4,0,TSLA,23548,,S,200,2501100,,,
36131,34203613100000,D,6,0,,26662,,,,,,,
36132,34203613200000,A,2,0,MSFT,16218,,S,500,3803400,,,
36133,34203613300000,E,1,0,,18777,,,700,,5007,,
36134,34203613400000,E,5,0,,12517,,,500,,5008,,
36135,34203613500000,A,4,0,TSLA,23556,,B,1100,2498700,,,
36136,34203613600000,E,8,0,,13224,,,100,,5009,,
36137,34203613700000,D,1,0,,17761,,,,,,,
36138,34203613800000,E,5,0,,15413,,,400,,5010,,
36139,34203613900000,A,3,0,NVDA,19139,,B,100,1200900,,,
36140,34203614000000,D,8,0,,12104,,,,,,,
36141,34203614100000,D,3,0,,15371,,,,,,,
36142,34203614200000,A,7,0,GME,13311,,B,100,252900,,,
36143,34203614300000,U,2,0,,15802,16226,,100,3801800,,,
36144,34203614400000,A,3,0,NVDA,19147,,B,200,1201600,,,
36145,34203614500000,D,6,0,,23966,,,,,,,
36146,34203614600000,D,1,0,,18353,,,,,,,
36147,34203614700000,E,7,0,,10103,,,100,,5011,,
36148,34203614800000,E,7,0,,8815,,,72,,5012,,
36149,34203614900000,A,6,0,SPY,26798,,S,100,5001200,,,
36150,34203615000000,D,1,0,,16665,,,,,,,
36151,34203615100000,A,3,0,NVDA,19155,,B,200,1200800,,,
36152,34203615200000,A,6,0,SPY,26806,,B,200,4997700,,,
36153,34203615300000,E,2,0,,15298,,,100,,5013,,
36154,34203615400000,D,6,0,,23430,,,,,,,
36155,34203615500000,D,3,0,,17115,,,,,,,
36156,34203615600000,A,3,0,NVDA,19163,,S,500,1202600,,,
36157,34203615700000,X,1,0,,15489,,,45,,,,
36158,34203615800000,D,2,0,,13418,,,,,,,
36159,34203615900000,X,5,0,,15525,,,1777,,,,
36160,34203616000000,A,4,0,TSLA,23564,,B,1900,2500900,,,
36161,34203616100000,D,8,0,,9584,,,,,,,
36162,34203616200000,D,6,0,,21518,,,,,,,
36163,34203616300000,A,6,0,SPY,26814,,S,100,5000600,,,
36164,34203616400000,D,7,0,,13247,,,,,,,
36165,34203616500000,A,6,0,SPY,26822,,S,100,4999600,,,
36166,34203616600000,A,7,0,GME,13319,,B,100,251600,,,
36167,34203616700000,A,2,0,MSFT,16234,,S,400,3803500,,,
36168,34203616800000,A,1,0,AAPL,18825,,B,300,1502300,,,
36169,34203616900000,A,2,0,MSFT,16242,,S,100,3802500,,,
36170,34203617000000,A,1,0,AAPL,18833,,S,100,1502700,,,
36171,34203617100000,D,2,0,,13978,,,,,,,
36172,34203617200000,F,8,0,F,13232,,B,400,119700,,,BATS
36173,34203617300000,D,6,0,,26166,,,,,,,
36174,34203617400000,D,3,0,,17507,,,,,,,
36175,34203617500000,A,1,0,AAPL,18841,,B,100,1500800,,,
36176,34203617600000,D,1,0,,14353,,,,,,,
36177,34203617700000,D,6,0,,26582,,,,,,,
36178,34203617800000,D,3,0,,9803,,,,,,,
36179,34203617900000,A,6,0,SPY,26830,,B,300,4999400,,,
36180,34203618000000,X,3,0,,19091,,,376,,,,
36181,34203618100000,U,2,0,,13426,16250,,300,3799900,,,
36182,34203618200000,A,7,0,GME,13327,,B,100,253500,,,
36183,34203618300000,A,2,0,MSFT,16258,,B,100,3801000,,,
36184,34203618400000,D,6,0,,24710,,,,,,,
36185,34203618500000,D,6,0,,25190,,,,,,,
36186,34203618600000,A,3,0,NVDA,19171,,S,500,1203600,,,
36187,34203618700000,D,6,0,,26486,,,,,,,
36188,34203618800000,D,2,0,,15162,,,,,,,
36189,34203618900000,A,3,0,NVDA,19179,,B,100,1199300,,,
36190,34203619000000,D,2,0,,15362,,,,,,,
36191,34203619100000,E,1,0,,18777,,,100,,5014,,
36192,34203619200000,D,4,0,,20116,,,,,,,
36193,34203619300000,A,8,0,F,13240,,S,100,120800,,,
36194,34203619400000,X,3,0,,18459,,,12,,,,
36195,34203619500000,D,1,0,,17713,,,,,,,
36196,34203619600000,A,2,0,MSFT,16266,,B,100,3801500,,,
36197,34203619700000,D,8,0,,10752,,,,,,,
36198,34203619800000,A,5,0,AMZN,15637,,S,500,1751100,,,
36199,34203619900000,D,8,0,,9184,,,,,,,
36200,34203620000000,A,3,0,NVDA,19187,,B,400,1201500,,,
36201,34203620100000,D,6,0,,20062,,,,,,,
36202,34203620200000,F,2,0,MSFT,16274,,B,100,3799700,,,EDGX
36203,34203620300000,E,3,0,,18347,,,400,,5015,,
36204,34203620400000,A,6,0,SPY,26838,,B,100,4999400,,,
36205,34203620500000,A,8,0,F,13248,,S,1400,119900,,,
36206,34203620600000,A,2,0,MSFT,16282,,S,200,3802700,,,
36207,34203620700000,D,6,0,,26734,,,,,,,
36208,34203620800000,D,6,0,,25446,,,,,,,
36209,34203620900000,A,4,0,TSLA,23572,,S,100,2502200,,,
36210,34203621000000,D,4,0,,16460,,,,,,,
36211,34203621100000,A,1,0,AAPL,18849,,B,100,1502400,,,
36212,34203621200000,A,3,0,NVDA,19195,,B,100,1201600,,,
36213,34203621300000,D,1,0,,16449,,,,,,,
36214,34203621400000,A,6,0,SPY,26846,,B,300,4999400,,,
36215,34203621500000,D,8,0,,10208,,,,,,,
36216,34203621600000,A,7,0,GME,13335,,S,200,255400,,,
36217,34203621700000,C,7,0,,10527,,,100,255300,5016,Y,
36218,34203621800000,A,7,0,GME,13343,,B,100,252500,,,
36219,34203621900000,E,5,0,,13029,,,200,,5017,,
36220,34203622000000,E,6,0,,26838,,,100,,5018,,
36221,34203622100000,D,1,0,,18113,,,,,,,
36222,34203622200000,E,2,0,,14322,,,100,,5019,,
36223,34203622300000,A,8,0,F,13256,,S,86,122200,,,
36224,34203622400000,A,1,0,AAPL,18857,,B,200,1502200,,,
36225,34203622500000,A,4,0,TSLA,23580,,B,100,2500900,,,
36226,34203622600000,D,3,0,,18715,,,,,,,
36227,34203622700000,A,6,0,SPY,26854,,B,100,4999400,,,
36228,34203622800000,A,5,0,AMZN,15645,,S,300,1752200,,,
36229,34203622900000,D,2,0,,11874,,,,,,,
36230,34203623000000,A,3,0,NVDA,19203,,B,300,1200900,,,
36231,34203623100000,A,8,0,F,13264,,S,100,119900,,,
36232,34203623200000,A,2,0,MSFT,16290,,B,100,3801600,,,
36233,34203623300000,A,8,0,F,13272,,B,100,119400,,,
36234,34203623400000,D,7,0,,11095,,,,,,,
36235,34203623500000,A,8,0,F,13280,,S,100,121600,,,
36236,34203623600000,D,3,0,,17131,,,,,,,
36237,34203623700000,D,1,0,,16689,,,,,,,
36238,34203623800000,A,6,0,SPY,26862,,B,100,4999300,,,
36239,34203623900000,D,6,0,,23686,,,,,,,
36240,34203624000000,D,1,0,,14705,,,,,,,
36241,34203624100000,A,6,0,SPY,26870,,S,700,5000200,,,
36242,34203624200000,E,3,0,,17803,,,100,,5020,,
36243,34203624300000,D,7,0,,12559,,,,,,,
36244,34203624400000,D,4,0,,23548,,,,,,,
36245,34203624500000,A,1,0,AAPL,18865,,B,300,1502400,,,
36246,34203624600000,A,8,0,F,13288,,S,500,119900,,,
36247,34203624700000,A,2,0,MSFT,16298,,S,100,3801900,,,
36248,34203624800000,A,7,0,GME,13351,,B,100,253500,,,
36249,34203624900000,D,7,0,,12455,,,,,,,
36250,34203625000000,U,1,0,,17897,18873,,100,1502500,,,
36251,34203625100000,A,6,0,SPY,26878,,S,100,5001100,,,
36252,34203625200000,A,3,0,NVDA,19211,,B,100,1201600,,,
36253,34203625300000,A,3,0,NVDA,19219,,S,100,1201800,,,
36254,34203625400000,A,4,0,TSLA,23588,,B,100,2499500,,,
36255,34203625500000,D,3,0,,17563,,,,,,,
36256,34203625600000,D,3,0,,10667,,,,,,,
36257,34203625700000,D,6,0,,26358,,,,,,,
36258,34203625800000,U,6,0,,26798,26886,,100,4999700,,,
36259,34203625900000,A,8,0,F,13296,,S,100,120000,,,
36260,34203626000000,D,2,0,,14850,,,,,,,
36261,34203626100000,A,1,0,AAPL,18881,,B,100,1501900,,,
36262,34203626200000,D,5,0,,14989,,,,,,,
36263,34203626300000,D,2,0,,16018,,,,,,,
36264,34203626400000,D,8,0,,11200,,,,,,,
36265,34203626500000,D,3,0,,18299,,,,,,,
36266,34203626600000,A,3,0,NVDA,19227,,S,500,1202100,,,
36267,34203626700000,D,3,0,,18667,,,,,,,
36268,34203626800000,X,2,0,,14242,,,49,,,,
36269,34203626900000,X,5,0,,13773,,,86,,,,
36270,34203627000000,D,3,0,,18291,,,,,,,
36271,34203627100000,U,2,0,,14986,16306,,100,3801800,,,
36272,34203627200000,A,1,0,AAPL,18889,,S,200,1502900,,,
36273,34203627300000,A,3,0,NVDA,19235,,S,300,1201800,,,
36274,34203627400000,A,3,0,NVDA,19243,,B,500,1201000,,,
36275,34203627500000,X,3,0,,18795,,,19,,,,
36276,34203627600000,E,2,0,,16290,,,100,,5021,,
36277,34203627700000,X,2,0,,14794,,,107,,,,
36278,34203627800000,A,3,0,NVDA,19251,,S,100,1202800,,,
36279,34203627900000,F,7,0,GME,13359,,S,1600,256000,,,CDRG
36280,34203628000000,D,2,0,,12122,,,,,,,
36281,34203628100000,A,5,0,AMZN,15653,,B,100,1749800,,,
36282,34203628200000,D,3,0,,17867,,,,,,,
36283,34203628300000,E,3,0,,19131,,,900,,5022,,
36284,34203628400000,A,8,0,F,13304,,B,1200,117400,,,
36285,34203628500000,D,8,0,,10064,,,,,,,
36286,34203628600000,D,2,0,,12634,,,,,,,
36287,34203628700000,D,8,0,,9232,,,,,,,
36288,34203628800000,D,1,0,,5361,,,,,,,
36289,34203628900000,E,1,0,,18073,,,300,,5023,,
36290,34203629000000,U,8,0,,10520,13312,,100,119700,,,
36291,34203629100000,A,8,0,F,13320,,S,200,121600,,,
36292,34203629200000,D,2,0,,16250,,,,,,,
36293,34203629300000,E,6,0,,26718,,,300,,5024,,
36294,34203629400000,C,3,0,,19131,,,300,1201900,5025,Y,
36295,34203629500000,A,8,0,F,13328,,B,100,119600,,,
36296,34203629600000,A,6,0,SPY,26894,,B,100,4997900,,,
36297,34203629700000,D,2,0,,12866,,,,,,,
36298,34203629800000,D,3,0,,16451,,,,,,,
36299,34203629900000,A,3,0,NVDA,19259,,B,100,1201300,,,
36300,34203630000000,A,3,0,NVDA,19267,,B,500,1201600,,,
36301,34203630100000,D,6,0,,25310,,,,,,,
36302,34203630200000,A,1,0,AAPL,18897,,S,100,1502700,,,
36303,34203630300000,A,6,0,SPY,26902,,B,100,4999400,,,
36304,34203630400000,D,6,0,,26526,,,,,,,
36305,34203630500000,A,1,0,AAPL,18905,,B,100,1500400,,,
36306,34203630600000,D,8,0,,13200,,,,,,,
36307,34203630700000,A,8,0,F,13336,,B,200,119200,,,
36308,34203630800000,D,4,0,,22468,,,,,,,
36309,34203630900000,D,6,0,,26206,,,,,,,
36310,34203631000000,A,7,0,GME,13367,,B,400,252900,,,
36311,34203631100000,D,6,0,,21062,,,,,,,
36312,34203631200000,D,3,0,,17851,,,,,,,
36313,34203631300000,D,2,0,,15706,,,,,,,
36314,34203631400000,A,2,0,MSFT,16314,,B,400,3801600,,,
36315,34203631500000,A,4,0,TSLA,23596,,B,200,2499900,,,
36316,34203631600000,E,5,0,,15285,,,400,,5026,,
36317,34203631700000,X,7,0,,12703,,,28,,,,
36318,34203631800000,D,2,0,,14922,,,,,,,
36319,34203631900000,D,4,0,,20084,,,,,,,
36320,34203632000000,E,7,0,,10327,,,300,,5027,,
36321,34203632100000,A,2,0,MSFT,16322,,B,100,3800500,,,
36322,34203632200000,D,3,0,,13531,,,,,,,
36323,34203632300000,A,6,0,SPY,26910,,S,100,4999600,,,
36324,34203632400000,A,8,0,F,13344,,S,100,121000,,,
36325,34203632500000,A,7,0,GME,13375,,B,100,252300,,,
36326,34203632600000,A,6,0,SPY,26918,,S,1100,5001100,,,
36327,34203632700000,A,6,0,SPY,26926,,B,100,4999300,,,
36328,34203632800000,A,6,0,SPY,26934,,S,100,4999600,,,
36329,34203632900000,A,7,0,GME,13383,,B,1400,253000,,,
36330,34203633000000,D,4,0,,23516,,,,,,,
36331,34203633100000,A,3,0,NVDA,19275,,B,100,1201400,,,
36332,34203633200000,D,8,0,,12400,,,,,,,
36333,34203633300000,A,2,0,MSFT,16330,,B,100,3801500,,,
36334,34203633400000,D,1,0,,18417,,,,,,,
36335,34203633500000,U,2,0,,11778,16338,,100,3800700,,,
36336,34203633600000,A,1,0,AAPL,18913,,B,100,1501900,,,
36337,34203633700000,U,3,0,,16747,19283,,100,1201600,,,
36338,34203633800000,X,7,0,,12255,,,105,,,,
36339,34203633900000,E,5,0,,13029,,,700,,5028,,
36340,34203634000000,D,1,0,,17001,,,,,,,
36341,34203634100000,X,6,0,,26598,,,987,,,,
36342,34203634200000,A,6,0,SPY,26942,,S,100,5001400,,,
36343,34203634300000,E,2,0,,14898,,,300,,5029,,
36344,34203634400000,D,6,0,,25598,,,,,,,
36345,34203634500000,D,6,0,,24278,,,,,,,
36346,34203634600000,E,8,0,,12336,,,100,,5030,,
36347,34203634700000,A,5,0,AMZN,15661,,B,400,1750200,,,
36348,34203634800000,A,1,0,AAPL,18921,,S,200,1504200,,,
36349,34203634900000,D,8,0,,12240,,,,,,,
36350,34203635000000,A,2,0,MSFT,16346,,B,100,3800100,,,
36351,34203635100000,X,6,0,,25966,,,45,,,,
36352,34203635200000,D,6,0,,26766,,,,,,,
36353,34203635300000,E,2,0,,16314,,,400,,5031,,
36354,34203635400000,A,6,0,SPY,26950,,B,100,4997200,,,
36355,34203635500000,A,2,0,MSFT,16354,,B,1200,3799900,,,
36356,34203635600000,A,1,0,AAPL,18929,,B,500,1502500,,,
36357,34203635700000,X,3,0,,13899,,,146,,,,
36358,34203635800000,A,8,0,F,13352,,B,100,117700,,,
36359,34203635900000,A,4,0,TSLA,23604,,S,100,2501100,,,
36360,34203636000000,E,4,0,,23500,,,100,,5032,,
36361,34203636100000,X,8,0,,10264,,,349,,,,
36362,34203636200000,A,2,0,MSFT,16362,,B,400,3801500,,,
36363,34203636300000,F,8,0,F,13360,,S,900,119900,,,EDGX
36364,34203636400000,A,4,0,TSLA,23612,,B,400,2500800,,,
36365,34203636500000,D,6,0,,25582,,,,,,,
36366,34203636600000,X,8,0,,12752,,,79,,,,
36367,34203636700000,D,7,0,,9551,,,,,,,
36368,34203636800000,A,3,0,NVDA,19291,,S,100,1202500,,,
